the_geom,SCHOOL_ID,Short_Name,SCH_ADDR,GRADE_CAT,GRADES,SCH_TYPE,X,Y
POINT (-87.69289969583106 41.9228310066053),609942,GOETHE,"2236 N Rockwell St, 60647",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6928997,41.92283101
POINT (-87.6225456606333 41.670617539510694),609943,OWENS,"12302 S State St, 60628",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.62254566,41.67061754
POINT (-87.55330671029182 41.66248099818303),609944,GRISSOM,"12810 S Escanaba Ave, 60633",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.55330671,41.662481
POINT (-87.65791249240219 41.975816529586815),609945,GOUDY,"5120 N Winthrop Ave, 60640",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.65791249,41.97581653
POINT (-87.64334423562201 41.813303728919124),609947,GRAHAM,"4436 S Union Ave, 60609",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.64334424,41.81330373
POINT (-87.75711559859316 41.948763578738756),609949,"GRAY, W","3730 N Laramie Ave, 60641",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7571156,41.94876358
POINT (-87.71719032015918 41.83879051932452),609950,ORTIZ DE DOMINGUEZ,"3000 S Lawndale Ave, 60623",ES,"PK, K, 1, 2",District,-87.71719032,41.83879052
POINT (-87.5975029309574 41.81117346166929),609951,ARIEL,"1119 E 46th St, 60653",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.59750293,41.81117346
POINT (-87.67149236962507 41.829669280594075),609952,GREENE,"3525 S Honore St, 60609",ES,"PK, K, 1, 2, 3, 4, 5",District,-87.67149237,41.82966928
POINT (-87.71866612901917 41.870742161904005),609954,GREGORY,"3715 W Polk St, 60624",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.71866613,41.87074216
POINT (-87.6450252374513 41.73892015701293),609955,GRESHAM,"8524 S Green St, 60620",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.64502524,41.73892016
POINT (-87.75880329372156 41.775464260680124),609956,GRIMES,"5450 W 64th Pl, 60638",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.75880329,41.77546426
POINT (-87.69936418519978 41.81300736946093),609958,GUNSAULUS,"4420 S Sacramento Ave, 60632",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.69936419,41.81300737
POINT (-87.63380633095656 41.849958315448625),609959,HAINES,"247 W 23rd Pl, 60616",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.63380633,41.84995832
POINT (-87.7765787090829 41.78019173126069),609960,HALE,"6140 S Melvina Ave, 60638",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.77657871,41.78019173
POINT (-87.55186171886463 41.74375308254673),609961,HEROES,"8344 S Commercial Ave, 60617",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.55186172,41.74375308
POINT (-87.67086537303385 41.9452196541829),609963,HAMILTON,"1650 W Cornelia Ave, 60657",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.67086537,41.94521965
POINT (-87.66117465983926 41.807241557294766),609964,HAMLINE,"4747 S Bishop St, 60609",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.66117466,41.80724156
POINT (-87.69624330091553 41.852719134125216),609966,HAMMOND,"2819 W 21st Pl, 60623",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6962433,41.85271913
POINT (-87.68566784266554 41.84921490516214),609967,FINKL,"2332 S Western Ave, 60608",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.68566784,41.84921491
POINT (-87.72393113204004 41.91481634101467),609968,MCAULIFFE,"1841 N Springfield Ave, 60647",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.72393113,41.91481634
POINT (-87.58685459669739 41.793447242937695),609969,HARTE,"1556 E 56th St, 60637",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.5868546,41.79344724
POINT (-87.63273687422281 41.757340541424945),609971,HARVARD,"7525 S Harvard, 60620",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.63273687,41.75734054
POINT (-87.72312803497978 41.96402870839728),609972,HAUGAN,"4540 N Hamlin Ave, 60625",ES,"PK, K, 1, 2, 3, 4, 5, 6",District,-87.72312804,41.96402871
POINT (-87.73431332380997 41.841393803375034),609973,ZAPATA,"2728 S Kostner Ave, 60623",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.73431332,41.8413938
POINT (-87.65770887713292 41.9422754880435),609974,HAWTHORNE,"3319 N Clifton Ave, 60657",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.65770888,41.94227549
POINT (-87.75581325276387 41.89917135484533),609975,HAY,"1018 N Laramie Ave, 60651",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.75581325,41.89917136
POINT (-87.6685037746682 41.9945408856925),609976,HAYT,"1518 W Granville Ave, 60660",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.66850377,41.99454089
POINT (-87.59439199560451 41.773365531535546),609977,WOODLAWN,"6657 S Kimbark Ave, 60637",ES,"PK, K, 1, 2, 3, 4, 5, 6",District,-87.594392,41.77336553
POINT (-87.60466040818855 41.707557616833554),609978,SMITH,"744 E 103rd St, 60628",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.60466041,41.70755762
POINT (-87.64034074985236 41.83959485551953),609979,HEALY,"3010 S Parnell Ave, 60616",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.64034075,41.83959486
POINT (-87.7457260568699 41.80817499924241),609981,HEARST,"4640 S Lamon Ave, 60638",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.74572606,41.808175
POINT (-87.67332725897988 41.80711213143929),609983,HEDGES,"4747 S Winchester Ave, 60609",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.67332726,41.80711213
POINT (-87.73580189345245 41.87866464687076),609985,HEFFERAN,"4409 W Wilcox St, 60624",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.73580189,41.87866465
POINT (-87.67188730720532 41.79059128647526),609986,HENDERSON,"5650 S Wolcott Ave, 60636",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.67188731,41.79059129
POINT (-87.63366447727905 41.815787750861396),609987,HENDRICKS,"4316 S Princeton Ave, 60609",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.63366448,41.81578775
POINT (-87.71563237170022 41.95898879701257),609988,HENRY,"4250 N Saint Louis Ave, 60618",ES,"PK, K, 1, 2, 3, 4, 5, 6",District,-87.71563237,41.9589888
POINT (-87.62861500383094 41.86687450538593),609990,SOUTH LOOP,"1212 S Plymouth Ct, 60605",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.628615,41.86687451
POINT (-87.71899385437372 41.862081296189544),609991,HERZL,"3711 W Douglas Blvd, 60623",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.71899385,41.8620813
POINT (-87.67218159330169 41.80977029629537),609993,LARA,"4619 S Wolcott Ave, 60609",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.67218159,41.8097703
POINT (-87.71036161379189 41.97033523440857),609994,HIBBARD,"3244 W Ainslie St, 60625",ES,"PK, K, 1, 2, 3, 4, 5, 6",District,-87.71036161,41.97033524
POINT (-87.77912305214302 41.98367169519542),609995,HITCH,"5625 N McVicker Ave, 60646",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.77912305,41.9836717
POINT (-87.65379166831435 41.838027387031694),609996,HOLDEN,"1104 W 31st St, 60608",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.65379167,41.83802739
POINT (-87.64979535548208 41.79378764864115),609997,HOLMES,"955 W Garfield Blvd, 60621",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.64979536,41.79378765
POINT (-87.75939838514245 41.89361221058601),610000,HOWE,"720 N Lorel Ave, 60644",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.75939838,41.89361221
POINT (-87.5682281016789 41.73333775178664),610002,HOYNE,"8905 S Crandon Ave, 60617",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.5682281,41.73333775
POINT (-87.6536334470717 41.74245162654451),610003,CUFFE,"8324 S Racine Ave, 60620",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.65363345,41.74245163
POINT (-87.611244458428 41.70033514086694),610004,CULLEN,"10650 S Eberhart Ave, 60628",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.61124446,41.70033514
POINT (-87.73177738714124 41.86051773774005),610005,"HUGHES, C","4247 W 15th St, 60623",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.73177739,41.86051774
POINT (-87.71954083263259 41.76678528121033),610006,HURLEY,"3849 W 69th Pl, 60629",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.71954083,41.76678528
POINT (-87.65336555308967 41.871254823914555),610009,GALILEO,"820 S Carpenter St, 60607",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.65336555,41.87125482
POINT (-87.67580971870883 41.93924749646116),610010,JAHN,"3149 N Wolcott Ave, 60657",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.67580972,41.9392475
POINT (-87.70052941984592 41.98464077590956),610011,JAMIESON,"5650 N Mozart St, 60659",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.70052942,41.98464078
POINT (-87.64105555968784 41.902054841191266),610012,JENNER,"1119 N Cleveland Ave, 60610",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.64105556,41.90205484
POINT (-87.66220943343347 41.858848875127656),610013,PILSEN,"1420 W 17th St, 60608",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.66220943,41.85884888
POINT (-87.65230159448453 41.85806477637944),610015,JUNGMAN,"1746 S Miller St, 60608",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.65230159,41.85806478
POINT (-87.67723250603343 41.72526343941196),610016,KELLOGG,"9241 S Leavitt St, 60620",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.67723251,41.72526344
POINT (-87.69731553741838 41.84794071549516),610017,SAUCEDO,"2850 W 24th Blvd, 60623",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.69731554,41.84794072
POINT (-87.64089202544183 41.776452809875806),610019,KERSHAW,"6450 S Lowe Ave, 60621",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.64089203,41.77645281
POINT (-87.71423364672151 41.90450276371701),610021,CASALS,"3501 W Potomac Ave, 60651",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.71423365,41.90450277
POINT (-87.6682224666446 42.00364046247936),610022,KILMER,"6700 N Greenview Ave, 60626",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.66822247,42.00364046
POINT (-87.71601740734381 41.84848776988237),610024,CARDENAS,"2345 S Millard Ave, 60623",ES,"PK, K, 1, 2, 3",District,-87.71601741,41.84848777
POINT (-87.77948259998581 41.78996463373201),610026,KINZIE,"5625 S Mobile Ave, 60638",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7794826,41.78996463
POINT (-87.63952072119606 41.72362690530607),610027,KIPLING,"9351 S Lowe Ave, 60620",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.63952072,41.72362691
POINT (-87.66509327199046 41.90888612755934),610029,LOZANO,"1501 N Greenview Ave, 60642",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.66509327,41.90888613
POINT (-87.60248144781133 41.79800187755761),610030,KOZMINSKI,"936 E 54th St, 60615",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.60248145,41.79800188
POINT (-87.65250013920128 41.7192919470327),610032,GREEN,"1150 W 96th St, 60643",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.65250014,41.71929195
POINT (-87.6375648635131 41.913899532240116),610033,LASALLE,"1734 N Orleans St, 60614",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.63756486,41.91389953
POINT (-87.71295678680646 41.8629600240244),610034,LAWNDALE,"3500 W Douglas Blvd, 60623",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.71295679,41.86296002
POINT (-87.75454995058135 41.90682604943746),610036,LEWIS,"1431 N Leamington Ave, 60651",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.75454995,41.90682605
POINT (-87.65993281795551 41.7976848317794),610037,LIBBY,"5300 S Loomis Blvd, 60609",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.65993282,41.79768483
POINT (-87.64449730395249 41.92452481554802),610038,LINCOLN,"615 W Kemper Pl, 60614",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6444973,41.92452482
POINT (-87.70263467430392 41.94000927950655),610039,VON LINNE,"3221 N Sacramento Ave, 60618",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.70263467,41.94000928
POINT (-87.74851501351564 41.91881409549009),610040,LLOYD,"2103 N Lamon Ave, 60639",ES,"PK, K, 1, 2, 3, 4, 5",District,-87.74851501,41.9188141
POINT (-87.79560407108775 41.93176235386544),610041,"LOCKE, J","2828 N Oak Park Ave, 60634",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.79560407,41.93176235
POINT (-87.7839188468446 41.91271802632649),610043,LOVETT,"6333 W Bloomingdale Ave, 60639",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.78391885,41.91271803
POINT (-87.71021700196137 41.906519590642205),610044,LOWELL,"3320 W Hirsch St, 60651",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.710217,41.90651959
POINT (-87.77717419891789 41.93419216195367),610046,LYON,"2941 N McVicker Ave, 60634",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7771742,41.93419216
POINT (-87.59071239557854 41.7595480593299),610047,MADISON,"7433 S Dorchester Ave, 60619",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.5907124,41.75954806
POINT (-87.63982651349252 41.90824688157034),610048,MANIERRE,"1420 N Hudson Ave, 60610",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.63982651,41.90824688
POINT (-87.75815425697515 41.920154769734886),610051,NORTHWEST,"5252 W Palmer St, 60639",ES,"6, 7, 8",District,-87.75815426,41.92015477
POINT (-87.57481563733104 41.74827412688152),610052,MANN,"8050 S Chappel Ave, 60617",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.57481564,41.74827413
POINT (-87.69702979923206 41.77388107943701),610053,MARQUETTE,"6550 S Richmond St, 60629",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6970298,41.77388108
POINT (-87.552483426299 41.71658801422081),610054,MARSH,"9822 S Exchange Ave, 60617",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.55248343,41.71658801
POINT (-87.70809202044725 41.87971359062364),610055,FARADAY,"3250 W Monroe St, 60624",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.70809202,41.87971359
POINT (-87.73167243317674 41.85686370029008),610056,MASON,"4217 W 18th St, 60623",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.73167243,41.8568637
POINT (-87.69211506377934 41.780903897781826),610057,FAIRFIELD,"6201 S Fairfield Ave, 60629",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.69211506,41.7809039
POINT (-87.6572874390699 41.9232035215517),610059,MAYER,"2250 N Clifton Ave, 60614",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.65728744,41.92320352
POINT (-87.66098467185456 41.87429963784802),610060,"JACKSON, A","1340 W Harrison St, 60607",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.66098467,41.87429964
POINT (-87.64110257532762 41.82999286271181),610062,MCCLELLAN,"3527 S Wallace St, 60609",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.64110257,41.82999286
POINT (-87.70630009267421 41.842267165253034),610063,MCCORMICK,"2712 S Sawyer Ave, 60623",ES,"PK, K, 1, 2, 3, 4, 5",District,-87.70630009,41.84226717
POINT (-87.60935721102054 41.77542384358335),610065,TILL,"6543 S Champlain Ave, 60637",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.60935721,41.77542384
POINT (-87.61921444366602 41.73454990758765),610066,MCDADE,"8801 S Indiana Ave, 60619",ES,"K, 1, 2, 3, 4, 5, 6",District,-87.61921444,41.73454991
POINT (-87.69178650208616 41.76814276384329),610067,MCKAY,"6901 S Fairfield Ave, 60629",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6917865,41.76814277
POINT (-87.76151477061356 41.92395525728403),610068,HANSON PARK,"5411 W Fullerton Ave, 60639",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.76151477,41.92395526
POINT (-87.67628825215505 41.967846866944384),610070,MCPHERSON,"4728 N Wolcott Ave, 60640",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.67628825,41.96784687
POINT (-87.68318458636575 41.89208216526377),610073,MITCHELL,"2233 W Ohio St, 60612",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.68318459,41.89208217
POINT (-87.71922375096231 41.92998860303459),610074,MONROE,"3651 W Schubert Ave, 60647",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.71922375,41.9299886
POINT (-87.6664442308517 41.86472415386988),610075,MONTEFIORE,"1310 S Ashland Ave, 60608",ES,8,District,-87.66644423,41.86472415
POINT (-87.69694138617929 41.91250548308736),610076,MOOS,"1711 N California Ave, 60647",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.69694139,41.91250548
POINT (-87.68854925525291 41.78431328076809),610077,MORRILL,"6011 S Rockwell St, 60629",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.68854926,41.78431328
POINT (-87.65157334215013 41.94900330015414),610078,INTER-AMERICAN,"851 W Waveland Ave, 60613",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.65157334,41.9490033
POINT (-87.64133980576402 41.84440015810834),610081,SHERIDAN,"533 W 27th St, 60616",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.64133981,41.84440016
POINT (-87.70580994472903 41.6957338615494),610082,MOUNT GREENWOOD,"10841 S Homan Ave, 60655",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.70580995,41.69573386
POINT (-87.78963033157311 41.97012488233337),610083,BEARD,"6445 W Strong St, 60656",ES,"PK, K",District,-87.78963033,41.97012488
POINT (-87.69727833700603 41.69717033376076),610084,KELLER,"3020 W 108th St, 60655",ES,"1, 2, 3, 4, 5, 6, 7, 8",District,-87.69727834,41.69717033
POINT (-87.64765248687098 41.70195211636729),610086,MOUNT VERNON,"10540 S Morgan St, 60643",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.64765249,41.70195212
POINT (-87.79060442456863 41.77655626926709),610087,BLAIR,"6751 W 63rd Pl, 60638",ES,PK,District,-87.79060442,41.77655627
POINT (-87.72188814467631 41.92090964906956),610088,MOZART,"2200 N Hamlin Ave, 60647",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.72188814,41.92090965
POINT (-87.7168318552293 41.9500777530905),610089,MURPHY,"3539 W Grace St, 60618",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.71683185,41.95007775
POINT (-87.5933404053317 41.79853548435717),610090,MURRAY,"5335 S Kenwood Ave, 60615",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.59334041,41.79853549
POINT (-87.638957725196 41.66487334928807),610091,"BROWN, R","12607 S Union Ave, 60628",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.63895773,41.66487335
POINT (-87.74793587821061 41.89180975019866),610092,NASH,"4837 W Erie St, 60644",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.74793588,41.89180975
POINT (-87.62093345511654 41.738406594368776),610093,NEIL,"8555 S Michigan Ave, 60619",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.62093345,41.73840659
POINT (-87.64456122231692 41.94163655405973),610094,NETTELHORST,"3252 N Broadway St, 60657",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.64456122,41.94163655
POINT (-87.64599025179788 41.91394721710463),610095,NEWBERRY,"700 W Willow St, 60614",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.64599025,41.91394722
POINT (-87.68913886417093 41.79771437860455),610096,NIGHTINGALE,"5250 S Rockwell St, 60632",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.68913886,41.79771438
POINT (-87.73142009081249 41.91958145214497),610097,NIXON,"2121 N Keeler Ave, 60639",ES,"PK, K, 1, 2, 3, 4, 5, 6",District,-87.73142009,41.91958145
POINT (-87.72995463177843 41.90615515234865),610098,NOBEL,"4127 W Hirsch St, 60651",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.72995463,41.90615515
POINT (-87.8029794402957 41.98815250593599),610099,NORWOOD PARK,"5900 N Nina Ave, 60631",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.80297944,41.98815251
POINT (-87.73244309565793 41.90690720506762),610100,WEST PARK,"1425 N Tripp Ave, 60651",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7324431,41.90690721
POINT (-87.64546949689873 41.754670062092764),610102,OGLESBY,"7646 S Green St, 60620",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6454695,41.75467006
POINT (-87.57280595498251 41.76860231188592),610103,O'KEEFFE,"6940 S Merrill Ave, 60649",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.57280596,41.76860231
POINT (-87.79310825534886 41.99379034896786),610104,ONAHAN,"6634 W Raven St, 60631",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.79310826,41.99379035
POINT (-87.8120540397679 41.97850137610472),610105,ORIOLE PARK,"5424 N Oketo Ave, 60656",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.81205404,41.97850138
POINT (-87.73126059628552 41.90013965538226),610106,PICCOLO,"1040 N Keeler Ave, 60651",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7312606,41.90013966
POINT (-87.66542623591396 41.89180608125555),610107,OTIS,"525 N Armour St, 60642",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.66542624,41.89180608
POINT (-87.67486500006889 41.774571072845625),610108,O'TOOLE,"6550 S Seeley Ave, 60636",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.674865,41.77457107
POINT (-87.70574908777306 41.742849921345986),610109,OWEN,"8247 S Christiana Ave, 60652",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.70574909,41.74284992
POINT (-87.61977966041285 41.827355266010585),610110,"WELLS, I","249 E 37th St, 60653",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.61977966,41.82735527
POINT (-87.73921294544903 41.973289392402634),610111,PALMER,"5051 N Kenneth Ave, 60630",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.73921295,41.97328939
POINT (-87.63408585603759 41.77077979515438),610112,PARKER,"6800 S Stewart Ave, 60621",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.63408586,41.7707798
POINT (-87.61154559301644 41.76647654247946),610115,PARK MANOR,"7037 S Rhodes Ave, 60637",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.61154559,41.76647654
POINT (-87.58295438278273 41.76855518950886),610116,PARKSIDE,"6938 S East End Ave, 60649",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.58295438,41.76855519
POINT (-87.73266645521085 41.78689537665073),610117,PASTEUR,"5825 S Kostner Ave, 60629",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.73266646,41.78689538
POINT (-87.71921626107621 41.7878989699163),610120,PECK,"3826 W 58th St, 60629",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.71921626,41.78789897
POINT (-87.68361565115903 41.87159549158413),610121,IRVING,"749 S Oakley Blvd, 60612",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.68361565,41.87159549
POINT (-87.66585003700392 41.98345579149934),610122,PEIRCE,"1423 W Bryn Mawr Ave, 60660",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.66585004,41.98345579
POINT (-87.7223855479275 41.85837241920013),610123,PENN,"1616 S Avers Ave, 60623",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.72238555,41.85837242
POINT (-87.59625661668589 41.728534142083625),610124,"WASHINGTON, H","9130 S University Ave, 60619",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.59625662,41.72853414
POINT (-87.68074453482734 41.8481009392156),610125,RUIZ,"2410 S Leavitt St, 60608",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.68074454,41.84810094
POINT (-87.61833765367705 41.83652695312878),610126,PERSHING,"3200 S Calumet Ave, 60616",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.61833765,41.83652695
POINT (-87.71258257767514 41.98155713794655),610127,PETERSON,"5510 N Christiana Ave, 60625",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.71258258,41.98155714
POINT (-87.64757716520475 41.70660285906506),610128,GARVEY,"10309 S Morgan St, 60643",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.64757717,41.70660286
POINT (-87.68329074268618 41.85290039437196),610129,PICKARD,"2301 W 21st Pl, 60608",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.68329074,41.8529004
POINT (-87.6078911370603 41.74034023287613),610130,PIRIE,"650 E 85th St, 60619",ES,"PK, K, 1, 2, 3, 4, 5, 6",District,-87.60789114,41.74034023
POINT (-87.69252575097397 41.860258898900426),610131,PLAMONDON,"2642 W 15th Pl, 60608",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.69252575,41.8602589
POINT (-87.6064191734078 41.702630000818154),610132,POE,"10538 S Langley Ave, 60628",ES,"K, 1, 2, 3, 4, 5, 6",District,-87.60641917,41.70263
POINT (-87.7187972930433 41.89323561010509),610133,"WARD, L","646 N Lawndale Ave, 60624",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.71879729,41.89323561
POINT (-87.76100700351024 41.95698763658335),610135,PORTAGE PARK,"5330 W Berteau Ave, 60641",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.761007,41.95698764
